breaktype;code;datetime;givenanswer;question;time;vpid;cid
default;EMRLAR;2016-07-05T07:57:04-04:00;NA;NA;4404;268;EMRLAR
calculations;LIQHYB;2016-07-05T06:57:45-05:00;7;9 - 2 = ?;2362;287;LIQHYB
calculations;LIQHYB;2016-07-05T06:57:46-05:00;NA;NA;3386;287;LIQHYB
images;FUGMIL;2016-07-05T07:57:50-04:00;1;mountaincloud;3165;276;FUGMIL
images;SBTQRW;2016-07-05T06:57:49-05:00;4;hilltrail;16305;279;SBTQRW
images;FUGMIL;2016-07-05T07:57:59-04:00;NA;NA;12691;276;FUGMIL
images;SBTQRW;2016-07-05T06:58:08-05:00;NA;NA;35176;279;SBTQRW
images;JDTDOT;2016-07-05T07:58:16-05:00;0;waterfalls;2695;277;JDTDOT
images;JDTDOT;2016-07-05T07:58:18-05:00;NA;NA;4232;277;JDTDOT
images;TTZLKA;2016-07-05T06:59:10-05:00;0;nightlyforest;20223;272;TTZLKA
images;TTZLKA;2016-07-05T06:59:16-05:00;NA;NA;26034;272;TTZLKA
calculations;KDQGVQ;2016-07-05T06:59:55-05:00;2;3 - 1 = ?;2898;259;KDQGVQ
calculations;GOAMTM;2016-07-05T05:00:34-07:00;8;3 + 5 = ?;8225;307;GOAMTM
calculations;GOAMTM;2016-07-05T05:00:36-07:00;NA;NA;10520;307;GOAMTM
images;JDTDOT;2016-07-05T08:00:44-05:00;0;mountain;2132;277;JDTDOT
images;JDTDOT;2016-07-05T08:00:46-05:00;NA;NA;3944;277;JDTDOT
calculations;KDQGVQ;2016-07-05T07:01:00-05:00;NA;NA;67441;259;KDQGVQ
default;FLCVRO;2016-07-05T07:00:59-05:00;NA;NA;1123;265;FLCVRO
default;LJZYWV;2016-07-05T08:01:20-04:00;NA;NA;3176;271;LJZYWV
images;FUGMIL;2016-07-05T08:01:17-04:00;1;mountain;3293;276;FUGMIL
images;JJKGMR;2016-07-05T08:01:17-04:00;7;hilltrail;18221;296;JJKGMR
images;FUGMIL;2016-07-05T08:01:19-04:00;NA;NA;5513;276;FUGMIL
images;JJKGMR;2016-07-05T08:01:22-04:00;NA;NA;23626;296;JJKGMR
images;OGTZJV;2016-07-05T08:01:25-04:00;9;frozenlake;8415;300;OGTZJV
calculations;GOAMTM;2016-07-05T05:01:33-07:00;2;3 - 1 = ?;4247;307;GOAMTM
calculations;GOAMTM;2016-07-05T05:01:35-07:00;NA;NA;7151;307;GOAMTM
images;AYYXBG;2016-07-05T07:01:47-05:00;0;nightlyforest;6231;303;AYYXBG
images;IXSQBQ;2016-07-05T07:01:52-05:00;7;mountain;7867;230;IXSQBQ
images;IXSQBQ;2016-07-05T07:01:54-05:00;NA;NA;10328;230;IXSQBQ
images;OGTZJV;2016-07-05T08:01:57-04:00;NA;NA;40494;300;OGTZJV
images;JDTDOT;2016-07-05T08:01:52-05:00;0;hilltrail;2130;277;JDTDOT
images;JDTDOT;2016-07-05T08:01:54-05:00;NA;NA;4249;277;JDTDOT
images;AYYXBG;2016-07-05T07:02:13-05:00;NA;NA;31672;303;AYYXBG
images;SBTQRW;2016-07-05T07:02:26-05:00;7;waterfalls;16659;279;SBTQRW
calculations;GOAMTM;2016-07-05T05:02:39-07:00;8;4 + 4 = ?;3359;307;GOAMTM
images;SBTQRW;2016-07-05T07:02:39-05:00;NA;NA;29595;279;SBTQRW
calculations;GOAMTM;2016-07-05T05:02:40-07:00;NA;NA;5249;307;GOAMTM
calculations;KDQGVQ;2016-07-05T07:02:51-05:00;8;4 + 4 = ?;1870;259;KDQGVQ
default;OUCALY;2016-07-05T13:03:01+01:00;NA;NA;9503;288;OUCALY
calculations;TXSIBM;2016-07-05T08:04:04-04:00;3;8 - 5 = ?;9287;281;TXSIBM
default;LOSWCB;2016-07-05T08:04:36-04:00;NA;NA;3084;312;LOSWCB
images;AYYXBG;2016-07-05T07:04:48-05:00;0;mountain;4429;303;AYYXBG
images;AYYXBG;2016-07-05T07:04:50-05:00;NA;NA;6781;303;AYYXBG
calculations;TXSIBM;2016-07-05T08:04:48-04:00;NA;NA;53361;281;TXSIBM
default;LJZYWV;2016-07-05T08:05:11-04:00;NA;NA;2127;271;LJZYWV
default;EMRLAR;2016-07-05T08:05:02-04:00;NA;NA;11318;268;EMRLAR
calculations;KDQGVQ;2016-07-05T07:05:37-05:00;NA;NA;168339;259;KDQGVQ
images;SJRYZM;2016-07-05T08:06:38-04:00;8;waterfalls;5763;320;SJRYZM
images;OGTZJV;2016-07-05T08:07:10-04:00;8;mountaincloud;2787;300;OGTZJV
images;SBTQRW;2016-07-05T07:07:10-05:00;8;frozenlake;5639;279;SBTQRW
images;SBTQRW;2016-07-05T07:07:12-05:00;NA;NA;7748;279;SBTQRW
images;OGTZJV;2016-07-05T08:07:13-04:00;NA;NA;5971;300;OGTZJV
images;SJRYZM;2016-07-05T08:07:18-04:00;NA;NA;45365;320;SJRYZM
default;CKSWBO;2016-07-05T08:08:09-04:00;NA;NA;137075;317;CKSWBO
default;OUCALY;2016-07-05T13:08:44+01:00;NA;NA;35535;288;OUCALY
images;AYYXBG;2016-07-05T07:08:52-05:00;8;hilltrail;12869;303;AYYXBG
default;LOSWCB;2016-07-05T08:08:58-04:00;NA;NA;87099;312;LOSWCB
images;AYYXBG;2016-07-05T07:08:56-05:00;NA;NA;16100;303;AYYXBG
images;JJKGMR;2016-07-05T08:09:30-04:00;9;nightlyforest;5344;296;JJKGMR
default;EMRLAR;2016-07-05T08:09:42-04:00;NA;NA;2454;268;EMRLAR
images;OGTZJV;2016-07-05T08:09:56-04:00;8;nightlyforest;2874;300;OGTZJV
default;HZZXGF;2016-07-05T13:10:06+01:00;NA;NA;41871;318;HZZXGF
images;JJKGMR;2016-07-05T08:10:08-04:00;NA;NA;42762;296;JJKGMR
images;OGTZJV;2016-07-05T08:10:24-04:00;NA;NA;31065;300;OGTZJV
calculations;TXSIBM;2016-07-05T08:10:34-04:00;2;3 - 1 = ?;4231;281;TXSIBM
calculations;TXSIBM;2016-07-05T08:10:43-04:00;NA;NA;12381;281;TXSIBM
default;LOSWCB;2016-07-05T08:10:56-04:00;NA;NA;2072;312;LOSWCB
calculations;VJHWYK;2016-07-05T14:11:05+02:00;2;3 - 1 = ?;10771;311;VJHWYK
calculations;VJHWYK;2016-07-05T14:11:15+02:00;NA;NA;21053;311;VJHWYK
images;YUOZVB;2016-07-05T08:11:19-04:00;9;mountain;4494;326;YUOZVB
images;YUOZVB;2016-07-05T08:11:29-04:00;NA;NA;14934;326;YUOZVB
images;DDRTXD;2016-07-05T15:11:44+03:00;2;mountaincloud;27627;321;DDRTXD
images;SJRYZM;2016-07-05T08:11:47-04:00;1;frozenlake;6080;320;SJRYZM
images;DDRTXD;2016-07-05T15:11:58+03:00;NA;NA;41500;321;DDRTXD
images;SJRYZM;2016-07-05T08:12:31-04:00;NA;NA;49943;320;SJRYZM
default;OUCALY;2016-07-05T13:13:03+01:00;NA;NA;2377;288;OUCALY
calculations;ZOCJUQ;2016-07-05T08:13:26-04:00;2;3 - 1 = ?;5940;330;ZOCJUQ
default;WANZEQ;2016-07-05T08:13:44-04:00;NA;NA;3678;219;WANZEQ
calculations;MHBHRY;2016-07-05T07:14:24-05:00;8;4 + 4 = ?;5821;331;MHBHRY
images;RZVAGM;2016-07-05T07:14:09-05:00;3;wave;10271;324;RZVAGM
calculations;MHBHRY;2016-07-05T07:14:33-05:00;NA;NA;14494;331;MHBHRY
images;RZVAGM;2016-07-05T07:14:18-05:00;NA;NA;19362;324;RZVAGM
calculations;GQVPGX;2016-07-05T08:14:12-04:00;8;3 + 5 = ?;6652;329;GQVPGX
calculations;ZOCJUQ;2016-07-05T08:14:29-04:00;NA;NA;68637;330;ZOCJUQ
images;SJRYZM;2016-07-05T08:14:16-04:00;1;nightlyforest;5287;320;SJRYZM
images;SJRYZM;2016-07-05T08:14:18-04:00;NA;NA;7323;320;SJRYZM
calculations;GQVPGX;2016-07-05T08:14:21-04:00;NA;NA;15698;329;GQVPGX
default;JYHGRH;2016-07-05T08:14:30-04:00;NA;NA;12660;338;JYHGRH
default;HZZXGF;2016-07-05T13:15:33+01:00;NA;NA;160565;318;HZZXGF
images;TTOIVF;2016-07-05T08:15:32-04:00;4;hilltrail;16565;325;TTOIVF
default;PPCBZD;2016-07-05T08:15:44-04:00;NA;NA;61251;340;PPCBZD
images;TTOIVF;2016-07-05T08:16:39-04:00;NA;NA;83460;325;TTOIVF
calculations;TXSIBM;2016-07-05T08:16:30-04:00;3;2 + 1 = ?;4665;281;TXSIBM
images;YUOZVB;2016-07-05T08:16:38-04:00;7;frozenlake;4648;326;YUOZVB
images;TTZLKA;2016-07-05T07:16:42-05:00;4;hilltrail;8251;272;TTZLKA
calculations;TXSIBM;2016-07-05T08:16:34-04:00;NA;NA;8576;281;TXSIBM
images;TTZLKA;2016-07-05T07:16:46-05:00;NA;NA;12826;272;TTZLKA
default;PPCBZD;2016-07-05T08:16:59-04:00;NA;NA;1553;340;PPCBZD
default;QIDLZO;2016-07-05T08:16:55-04:00;NA;NA;6951;343;QIDLZO
images;YUOZVB;2016-07-05T08:16:55-04:00;NA;NA;21974;326;YUOZVB
calculations;GQVPGX;2016-07-05T08:17:43-04:00;3;2 + 1 = ?;3961;329;GQVPGX
calculations;MHBHRY;2016-07-05T07:18:15-05:00;8;3 + 5 = ?;6447;331;MHBHRY
calculations;GQVPGX;2016-07-05T08:17:50-04:00;NA;NA;10793;329;GQVPGX
default;EVXJHL;2016-07-05T08:17:58-04:00;NA;NA;4983;341;EVXJHL
default;HZZXGF;2016-07-05T13:18:17+01:00;NA;NA;4375;318;HZZXGF
images;RZVAGM;2016-07-05T07:18:37-05:00;7;mountaincloud;4815;324;RZVAGM
images;RZVAGM;2016-07-05T07:18:39-05:00;NA;NA;7284;324;RZVAGM
calculations;MHBHRY;2016-07-05T07:19:04-05:00;NA;NA;55052;331;MHBHRY
default;JYHGRH;2016-07-05T08:18:42-04:00;NA;NA;7243;338;JYHGRH
calculations;ZOCJUQ;2016-07-05T08:19:14-04:00;8;4 + 4 = ?;1828;330;ZOCJUQ
calculations;ZOCJUQ;2016-07-05T08:19:31-04:00;NA;NA;18065;330;ZOCJUQ
calculations;VJHWYK;2016-07-05T14:19:19+02:00;3;8 - 5 = ?;5005;311;VJHWYK
calculations;ROPYFX;2016-07-05T08:19:22-04:00;3;8 - 5 = ?;5350;333;ROPYFX
calculations;VJHWYK;2016-07-05T14:19:25+02:00;NA;NA;11068;311;VJHWYK
default;PPCBZD;2016-07-05T08:20:05-04:00;NA;NA;128303;340;PPCBZD
calculations;ROPYFX;2016-07-05T08:19:53-04:00;NA;NA;37251;333;ROPYFX
images;TTZLKA;2016-07-05T07:20:36-05:00;0;frozenlake;3655;272;TTZLKA
images;TTZLKA;2016-07-05T07:20:39-05:00;NA;NA;6362;272;TTZLKA
images;YUOZVB;2016-07-05T08:20:51-04:00;3;wave;3208;326;YUOZVB
images;YUOZVB;2016-07-05T08:20:53-04:00;NA;NA;5280;326;YUOZVB
default;QIDLZO;2016-07-05T08:20:54-04:00;NA;NA;13699;343;QIDLZO
images;HIDSHR;2016-07-05T08:21:19-04:00;8;waterfalls;9399;349;HIDSHR
images;TTOIVF;2016-07-05T08:21:25-04:00;8;mountain;4162;325;TTOIVF
images;PJANJA;2016-07-05T08:21:24-04:00;7;mountaincloud;5938;348;PJANJA
images;TTOIVF;2016-07-05T08:21:27-04:00;NA;NA;5786;325;TTOIVF
calculations;MHBHRY;2016-07-05T07:22:01-05:00;7;9 - 2 = ?;4015;331;MHBHRY
calculations;GQVPGX;2016-07-05T08:21:36-04:00;3;8 - 5 = ?;2204;329;GQVPGX
images;PJANJA;2016-07-05T08:21:37-04:00;NA;NA;18885;348;PJANJA
calculations;GQVPGX;2016-07-05T08:21:40-04:00;NA;NA;5852;329;GQVPGX
calculations;MHBHRY;2016-07-05T07:22:10-05:00;NA;NA;13116;331;MHBHRY
default;JYHGRH;2016-07-05T08:21:35-04:00;NA;NA;29654;338;JYHGRH
images;RZVAGM;2016-07-05T07:22:05-05:00;5;hilltrail;6774;324;RZVAGM
images;RZVAGM;2016-07-05T07:22:10-05:00;NA;NA;11909;324;RZVAGM
images;HIDSHR;2016-07-05T08:21:58-04:00;NA;NA;49172;349;HIDSHR
calculations;JBHTQK;2016-07-05T08:22:05-04:00;7;9 - 2 = ?;5543;352;JBHTQK
default;EVXJHL;2016-07-05T08:22:02-04:00;NA;NA;1930;341;EVXJHL
default;WXWCJZ;2016-07-05T08:22:11-04:00;NA;NA;14170;339;WXWCJZ
calculations;VQMSLO;2016-07-05T08:22:45-04:00;8;3 + 5 = ?;5041;358;VQMSLO
calculations;XVXBPB;2016-07-05T08:22:45-04:00;2;3 - 1 = ?;2523;356;XVXBPB
calculations;XVXBPB;2016-07-05T08:22:47-04:00;NA;NA;4162;356;XVXBPB
calculations;VQMSLO;2016-07-05T08:22:55-04:00;NA;NA;15014;358;VQMSLO
calculations;RBMPFK;2016-07-05T08:23:22-04:00;8;4 + 4 = ?;2315;359;RBMPFK
calculations;ZOCJUQ;2016-07-05T08:23:40-04:00;3;8 - 5 = ?;2197;330;ZOCJUQ
calculations;JBHTQK;2016-07-05T08:23:34-04:00;NA;NA;95124;352;JBHTQK
default;QIDLZO;2016-07-05T08:23:37-04:00;NA;NA;1734;343;QIDLZO
calculations;ZOCJUQ;2016-07-05T08:24:01-04:00;NA;NA;22385;330;ZOCJUQ
calculations;QEDAQC;2016-07-05T08:23:51-04:00;NA;NA;1942584;234;QEDAQC
calculations;QOWEKP;2016-07-05T15:23:51+03:00;7;9 - 2 = ?;13320;306;QOWEKP
calculations;TXTFLX;2016-07-05T08:23:54-04:00;3;8 - 5 = ?;6119;357;TXTFLX
calculations;TXTFLX;2016-07-05T08:23:58-04:00;NA;NA;10544;357;TXTFLX
default;OPRVJN;2016-07-05T08:24:20-04:00;NA;NA;6059;337;OPRVJN
calculations;QOWEKP;2016-07-05T15:24:32+03:00;NA;NA;54289;306;QOWEKP
default;WXWCJZ;2016-07-05T08:24:55-04:00;NA;NA;4602;339;WXWCJZ
calculations;RBMPFK;2016-07-05T08:25:03-04:00;NA;NA;102729;359;RBMPFK
default;EVXJHL;2016-07-05T08:25:37-04:00;NA;NA;55289;341;EVXJHL
calculations;PQPLWC;2016-07-05T08:26:02-04:00;8;3 + 5 = ?;4128;355;PQPLWC
calculations;PQPLWC;2016-07-05T08:26:10-04:00;NA;NA;11969;355;PQPLWC
calculations;XVXBPB;2016-07-05T08:27:02-04:00;3;2 + 1 = ?;1713;356;XVXBPB
calculations;XVXBPB;2016-07-05T08:27:04-04:00;NA;NA;3446;356;XVXBPB
default;BALKVO;2016-07-05T08:34:37-04:00;NA;NA;4642;362;BALKVO
default;WMXPPG;2016-07-05T08:27:20-04:00;NA;NA;7565;361;WMXPPG
calculations;VQMSLO;2016-07-05T08:27:28-04:00;2;3 - 1 = ?;5182;358;VQMSLO
calculations;VQMSLO;2016-07-05T08:27:33-04:00;NA;NA;9876;358;VQMSLO
calculations;RBMPFK;2016-07-05T08:27:52-04:00;3;8 - 5 = ?;3267;359;RBMPFK
calculations;RBMPFK;2016-07-05T08:27:55-04:00;NA;NA;6478;359;RBMPFK
calculations;JBHTQK;2016-07-05T08:28:04-04:00;8;3 + 5 = ?;2195;352;JBHTQK
images;TTOIVF;2016-07-05T08:28:30-04:00;7;wave;3392;325;TTOIVF
calculations;JBHTQK;2016-07-05T08:28:33-04:00;NA;NA;31218;352;JBHTQK
images;TTOIVF;2016-07-05T08:28:32-04:00;NA;NA;5248;325;TTOIVF
calculations;XVXBPB;2016-07-05T08:28:40-04:00;8;4 + 4 = ?;2119;356;XVXBPB
calculations;XVXBPB;2016-07-05T08:28:42-04:00;NA;NA;3881;356;XVXBPB
default;RAXUPV;2016-07-05T07:29:28-05:00;NA;NA;12968;360;RAXUPV
calculations;TXTFLX;2016-07-05T08:29:31-04:00;3;2 + 1 = ?;1547;357;TXTFLX
calculations;TXTFLX;2016-07-05T08:29:40-04:00;NA;NA;9866;357;TXTFLX
default;MNWGCV;2016-07-05T08:29:29-04:00;NA;NA;10299;367;MNWGCV
calculations;ROPYFX;2016-07-05T08:30:05-04:00;7;9 - 2 = ?;4918;333;ROPYFX
images;SORCMA;2016-07-05T08:30:19-04:00;9;waterfalls;5205;372;SORCMA
images;SORCMA;2016-07-05T08:30:22-04:00;NA;NA;8700;372;SORCMA
calculations;ROPYFX;2016-07-05T08:30:32-04:00;NA;NA;31258;333;ROPYFX
calculations;QOWEKP;2016-07-05T15:30:39+03:00;2;3 - 1 = ?;6871;306;QOWEKP
calculations;UFAXGM;2016-07-05T07:30:22-05:00;8;4 + 4 = ?;3591;380;UFAXGM
calculations;UFAXGM;2016-07-05T07:30:25-05:00;NA;NA;6520;380;UFAXGM
images;SZHNZT;2016-07-05T08:31:00-04:00;7;frozenlake;7397;369;SZHNZT
images;KKCVGH;2016-07-05T08:31:01-04:00;8;wave;14623;370;KKCVGH
images;SZHNZT;2016-07-05T08:31:06-04:00;NA;NA;13676;369;SZHNZT
images;KKCVGH;2016-07-05T08:31:18-04:00;NA;NA;31130;370;KKCVGH
calculations;VQMSLO;2016-07-05T08:31:19-04:00;3;2 + 1 = ?;1902;358;VQMSLO
calculations;VQMSLO;2016-07-05T08:31:20-04:00;NA;NA;3128;358;VQMSLO
calculations;UFAXGM;2016-07-05T07:31:08-05:00;3;8 - 5 = ?;3338;380;UFAXGM
calculations;PQPLWC;2016-07-05T08:31:42-04:00;3;2 + 1 = ?;2010;355;PQPLWC
calculations;VJHWYK;2016-07-05T14:31:36+02:00;8;3 + 5 = ?;8185;311;VJHWYK
calculations;UFAXGM;2016-07-05T07:31:10-05:00;NA;NA;4663;380;UFAXGM
calculations;VJHWYK;2016-07-05T14:31:41+02:00;NA;NA;12352;311;VJHWYK
calculations;PQPLWC;2016-07-05T08:31:47-04:00;NA;NA;7752;355;PQPLWC
calculations;RBMPFK;2016-07-05T08:31:50-04:00;7;9 - 2 = ?;2588;359;RBMPFK
calculations;RBMPFK;2016-07-05T08:31:54-04:00;NA;NA;6453;359;RBMPFK
default;OPRVJN;2016-07-05T08:31:51-04:00;NA;NA;21776;337;OPRVJN
calculations;UFAXGM;2016-07-05T07:32:21-05:00;3;2 + 1 = ?;3115;380;UFAXGM
calculations;UFAXGM;2016-07-05T07:32:22-05:00;NA;NA;4460;380;UFAXGM
default;WXWCJZ;2016-07-05T08:32:59-04:00;NA;NA;845;339;WXWCJZ
calculations;QOWEKP;2016-07-05T15:33:00+03:00;NA;NA;147878;306;QOWEKP
images;NRUCLE;2016-07-05T08:33:13-04:00;7;mountain;16491;373;NRUCLE
default;RAXUPV;2016-07-05T07:33:12-05:00;NA;NA;10338;360;RAXUPV
calculations;JBHTQK;2016-07-05T08:33:36-04:00;3;2 + 1 = ?;1729;352;JBHTQK
default;BALKVO;2016-07-05T08:41:07-04:00;NA;NA;68286;362;BALKVO
images;VGYRLT;2016-07-05T13:33:28+01:00;8;hilltrail;12636;374;VGYRLT
default;MNWGCV;2016-07-05T08:33:24-04:00;NA;NA;2797;367;MNWGCV
images;VGYRLT;2016-07-05T13:33:42+01:00;NA;NA;26755;374;VGYRLT
images;SZHNZT;2016-07-05T08:33:58-04:00;8;nightlyforest;3092;369;SZHNZT
images;SZHNZT;2016-07-05T08:33:59-04:00;NA;NA;4492;369;SZHNZT
calculations;MDXJSL;2016-07-05T08:33:57-04:00;3;8 - 5 = ?;10690;377;MDXJSL
calculations;SMKISI;2016-07-05T08:34:08-04:00;7;9 - 2 = ?;15612;382;SMKISI
calculations;MDXJSL;2016-07-05T08:34:14-04:00;NA;NA;28163;377;MDXJSL
calculations;SMKISI;2016-07-05T08:34:24-04:00;NA;NA;30987;382;SMKISI
images;KKCVGH;2016-07-05T08:34:35-04:00;0;frozenlake;9397;370;KKCVGH
calculations;ROPYFX;2016-07-05T08:34:45-04:00;8;3 + 5 = ?;4089;333;ROPYFX
calculations;OUGSBA;2016-07-05T07:35:17-05:00;7;9 - 2 = ?;4283;376;OUGSBA
calculations;ROPYFX;2016-07-05T08:34:49-04:00;NA;NA;8116;333;ROPYFX
images;DBHHZZ;2016-07-05T08:34:53-04:00;5;wave;15947;371;DBHHZZ
images;KKCVGH;2016-07-05T08:34:55-04:00;NA;NA;29071;370;KKCVGH
default;WMXPPG;2016-07-05T08:34:57-04:00;NA;NA;2528;361;WMXPPG
images;DBHHZZ;2016-07-05T08:35:05-04:00;NA;NA;28050;371;DBHHZZ
calculations;OUGSBA;2016-07-05T07:35:38-05:00;NA;NA;24784;376;OUGSBA
default;JMAMNC;2016-07-05T05:35:35-07:00;NA;NA;15311;386;JMAMNC
calculations;ETKRLL;2016-07-05T06:35:46-06:00;2;3 - 1 = ?;3214;383;ETKRLL
calculations;ETKRLL;2016-07-05T06:35:48-06:00;NA;NA;5217;383;ETKRLL
images;SZHNZT;2016-07-05T08:36:07-04:00;5;wave;4558;369;SZHNZT
images;SZHNZT;2016-07-05T08:36:09-04:00;NA;NA;6534;369;SZHNZT
calculations;TXTFLX;2016-07-05T08:36:29-04:00;7;9 - 2 = ?;1833;357;TXTFLX
calculations;ETKRLL;2016-07-05T06:36:40-06:00;8;4 + 4 = ?;1692;383;ETKRLL
calculations;TXTFLX;2016-07-05T08:36:38-04:00;NA;NA;10299;357;TXTFLX
calculations;ETKRLL;2016-07-05T06:36:42-06:00;NA;NA;3165;383;ETKRLL
calculations;QOWEKP;2016-07-05T15:36:55+03:00;8;3 + 5 = ?;2219;306;QOWEKP
calculations;QOWEKP;2016-07-05T15:36:58+03:00;NA;NA;4297;306;QOWEKP
images;NRUCLE;2016-07-05T08:37:07-04:00;NA;NA;250668;373;NRUCLE
default;NXVYJP;2016-07-05T05:37:13-07:00;NA;NA;7112;385;NXVYJP
default;MNWGCV;2016-07-05T08:37:11-04:00;NA;NA;7443;367;MNWGCV
default;BALKVO;2016-07-05T08:45:06-04:00;NA;NA;1950;362;BALKVO
calculations;ETKRLL;2016-07-05T06:37:47-06:00;8;3 + 5 = ?;1754;383;ETKRLL
calculations;ETKRLL;2016-07-05T06:37:48-06:00;NA;NA;3161;383;ETKRLL
calculations;SMKISI;2016-07-05T08:38:00-04:00;3;2 + 1 = ?;6284;382;SMKISI
default;WDTTBI;2016-07-05T08:38:02-04:00;NA;NA;13909;387;WDTTBI
default;RAXUPV;2016-07-05T07:38:05-05:00;NA;NA;8344;360;RAXUPV
images;KKCVGH;2016-07-05T08:38:13-04:00;8;mountaincloud;5603;370;KKCVGH
default;WPTJXY;2016-07-05T08:38:15-04:00;NA;NA;20722;391;WPTJXY
calculations;SMKISI;2016-07-05T08:38:20-04:00;NA;NA;25740;382;SMKISI
images;KKCVGH;2016-07-05T08:38:42-04:00;NA;NA;34739;370;KKCVGH
images;SORCMA;2016-07-05T08:38:50-04:00;9;wave;3167;372;SORCMA
images;SORCMA;2016-07-05T08:38:53-04:00;NA;NA;6319;372;SORCMA
calculations;QQBOGG;2016-07-05T08:39:03-04:00;3;8 - 5 = ?;5572;379;QQBOGG
calculations;QQBOGG;2016-07-05T08:39:15-04:00;NA;NA;17431;379;QQBOGG
images;JEDLIX;2016-07-05T08:39:32-04:00;4;frozenlake;7756;394;JEDLIX
calculations;PQPLWC;2016-07-05T08:39:49-04:00;7;9 - 2 = ?;1615;355;PQPLWC
calculations;PQPLWC;2016-07-05T08:39:50-04:00;NA;NA;2908;355;PQPLWC
images;JEDLIX;2016-07-05T08:39:50-04:00;NA;NA;25259;394;JEDLIX
default;NXVYJP;2016-07-05T05:39:57-07:00;NA;NA;1656;385;NXVYJP
images;CADEHQ;2016-07-05T06:40:48-06:00;8;hilltrail;11473;392;CADEHQ
default;LOIAQP;2016-07-05T05:41:02-07:00;NA;NA;171677;389;LOIAQP
images;CADEHQ;2016-07-05T06:40:59-06:00;NA;NA;22200;392;CADEHQ
images;HIXVWP;2016-07-05T07:47:03-05:00;9;waterfalls;11410;396;HIXVWP
images;NRUCLE;2016-07-05T08:41:14-04:00;4;wave;3892;373;NRUCLE
images;HIXVWP;2016-07-05T07:47:11-05:00;NA;NA;20107;396;HIXVWP
default;NXVYJP;2016-07-05T05:41:14-07:00;NA;NA;1964;385;NXVYJP
images;NRUCLE;2016-07-05T08:41:21-04:00;NA;NA;10861;373;NRUCLE
calculations;TVBEHJ;2016-07-05T08:41:34-04:00;8;3 + 5 = ?;5391;400;TVBEHJ
calculations;MDXJSL;2016-07-05T08:41:25-04:00;7;9 - 2 = ?;3564;377;MDXJSL
calculations;OUGSBA;2016-07-05T07:42:05-05:00;8;4 + 4 = ?;2838;376;OUGSBA
calculations;OUGSBA;2016-07-05T07:42:10-05:00;NA;NA;7683;376;OUGSBA
calculations;TVBEHJ;2016-07-05T08:41:56-04:00;NA;NA;27179;400;TVBEHJ
calculations;MDXJSL;2016-07-05T08:41:46-04:00;NA;NA;24645;377;MDXJSL
images;DBHHZZ;2016-07-05T08:41:52-04:00;7;mountaincloud;14970;371;DBHHZZ
images;DBHHZZ;2016-07-05T08:41:55-04:00;NA;NA;18128;371;DBHHZZ
default;WPTJXY;2016-07-05T08:42:39-04:00;NA;NA;2836;391;WPTJXY
calculations;SMKISI;2016-07-05T08:43:21-04:00;2;3 - 1 = ?;13115;382;SMKISI
calculations;SMKISI;2016-07-05T08:43:27-04:00;NA;NA;18987;382;SMKISI
calculations;YMMTRS;2016-07-05T07:43:53-05:00;3;8 - 5 = ?;4673;401;YMMTRS
default;YYPUNF;2016-07-05T08:43:57-04:00;NA;NA;8805;410;YYPUNF
images;HIXVWP;2016-07-05T07:50:01-05:00;0;frozenlake;4304;396;HIXVWP
default;NOEFZG;2016-07-05T06:44:04-06:00;NA;NA;4015;408;NOEFZG
images;HIXVWP;2016-07-05T07:50:04-05:00;NA;NA;7362;396;HIXVWP
calculations;YMMTRS;2016-07-05T07:44:40-05:00;NA;NA;52042;401;YMMTRS
default;JMAMNC;2016-07-05T05:44:50-07:00;NA;NA;254660;386;JMAMNC
images;JEDLIX;2016-07-05T08:44:53-04:00;7;mountaincloud;5942;394;JEDLIX
images;OEZPBB;2016-07-05T08:45:12-04:00;5;wave;11525;399;OEZPBB
default;WDTTBI;2016-07-05T08:45:13-04:00;NA;NA;115606;387;WDTTBI
images;OEZPBB;2016-07-05T08:45:31-04:00;NA;NA;30712;399;OEZPBB
default;NOEFZG;2016-07-05T06:45:36-06:00;NA;NA;1197;408;NOEFZG
images;TFLUJD;2016-07-05T08:45:32-04:00;8;frozenlake;9204;420;TFLUJD
images;QMVRLD;2016-07-05T08:45:52-04:00;9;mountaincloud;7283;416;QMVRLD
images;TFLUJD;2016-07-05T08:45:49-04:00;NA;NA;26447;420;TFLUJD
images;QMVRLD;2016-07-05T08:45:56-04:00;NA;NA;11964;416;QMVRLD
images;JEDLIX;2016-07-05T08:46:00-04:00;NA;NA;72355;394;JEDLIX
images;SORCMA;2016-07-05T08:46:02-04:00;9;mountain;1890;372;SORCMA
images;SORCMA;2016-07-05T08:46:06-04:00;NA;NA;5330;372;SORCMA
default;WMXPPG;2016-07-05T08:46:30-04:00;NA;NA;9798;361;WMXPPG
images;CADEHQ;2016-07-05T06:46:32-06:00;0;frozenlake;8601;392;CADEHQ
images;CADEHQ;2016-07-05T06:46:35-06:00;NA;NA;11889;392;CADEHQ
calculations;OUGSBA;2016-07-05T07:47:08-05:00;8;3 + 5 = ?;2699;376;OUGSBA
calculations;OUGSBA;2016-07-05T07:47:13-05:00;NA;NA;7930;376;OUGSBA
default;NOEFZG;2016-07-05T06:46:59-06:00;NA;NA;4606;408;NOEFZG
images;ITMDFP;2016-07-05T08:46:58-04:00;4;wave;12244;417;ITMDFP
